"Serial_Number","Lat","Long","Wind","month","year","decade"
"2007271N14334",21.3,-47.5,30,"October",2007,"2000s"
"2007271N14334",21.7,-48.7,25,"October",2007,"2000s"
"2007271N14334",22,-49.7,25,"October",2007,"2000s"
"2007271N14334",22.4,-50.7,25,"October",2007,"2000s"
"2007271N14334",23.1,-51.3,25,"October",2007,"2000s"
"2007271N14334",23.7,-51.9,25,"October",2007,"2000s"
"2007271N14334",24.3,-52.5,25,"October",2007,"2000s"
"2007271N14334",24.5,-53,20,"October",2007,"2000s"
"2007271N14334",24.6,-53.5,20,"October",2007,"2000s"
"2007276N39325",38.5,-35.3,40,"October",2007,"2000s"
"2007276N39325",39.7,-33.7,45,"October",2007,"2000s"
"2007276N39325",41.5,-33,50,"October",2007,"2000s"
"2007276N39325",42.8,-32.3,50,"October",2007,"2000s"
"2007276N39325",43,-31.6,50,"October",2007,"2000s"
"2007276N39325",42.9,-30.8,55,"October",2007,"2000s"
"2007276N39325",42.6,-29.8,50,"October",2007,"2000s"
"2007276N39325",42.6,-28.5,45,"October",2007,"2000s"
"2007276N39325",42.5,-27.6,45,"October",2007,"2000s"
"2007276N39325",42.3,-27,45,"October",2007,"2000s"
"2007276N39325",42.1,-26.7,45,"October",2007,"2000s"
"2007276N39325",42.1,-25.6,45,"October",2007,"2000s"
"2007276N39325",42.9,-24.9,45,"October",2007,"2000s"
"2007276N39325",43.9,-24.2,45,"October",2007,"2000s"
"2007276N39325",45.2,-23.4,40,"October",2007,"2000s"
"2007276N39325",46.5,-22.8,35,"October",2007,"2000s"
"2007276N39325",48.1,-22.2,40,"October",2007,"2000s"
"2007276N39325",50.5,-22,45,"October",2007,"2000s"
"2007276N39325",53.5,-22.5,45,"October",2007,"2000s"
"2007276N39325",56.1,-25.4,45,"October",2007,"2000s"
"2007285N30307",29.5,-52.6,30,"October",2007,"2000s"
"2007285N30307",30.1,-51,30,"October",2007,"2000s"
"2007285N30307",30,-50,30,"October",2007,"2000s"
"2007285N30307",30.1,-49.6,30,"October",2007,"2000s"
"2007285N30307",30.2,-49.4,25,"October",2007,"2000s"
"2007285N30307",30.5,-49.4,25,"October",2007,"2000s"
"2007285N30307",30.9,-49.9,25,"October",2007,"2000s"
"2007285N30307",31.3,-50.3,25,"October",2007,"2000s"
"2007285N30307",31.8,-50.3,25,"October",2007,"2000s"
"2007285N30307",32.5,-50,25,"October",2007,"2000s"
"2007285N30307",33.1,-49.2,25,"October",2007,"2000s"
"2007285N30307",33.7,-48.3,25,"October",2007,"2000s"
"2007285N30307",34.6,-46.8,25,"October",2007,"2000s"
"2007285N30307",35.6,-44.7,25,"October",2007,"2000s"
"2007285N30307",36,-43,25,"October",2007,"2000s"
"2007285N30307",36.1,-41.4,30,"October",2007,"2000s"
"2007285N30307",36.1,-39.9,30,"October",2007,"2000s"
"2007285N30307",36.3,-38.8,30,"October",2007,"2000s"
"2007285N30307",37.4,-37,30,"October",2007,"2000s"
"2007285N30307",38.6,-35.2,30,"October",2007,"2000s"
"2007285N30307",39.8,-33.5,35,"October",2007,"2000s"
"2007285N30307",40.8,-31.8,40,"October",2007,"2000s"
"2007285N30307",41.9,-30.1,45,"October",2007,"2000s"
"2007285N30307",43.7,-28.4,45,"October",2007,"2000s"
"2007285N30307",45.8,-26.7,45,"October",2007,"2000s"
"2007285N30307",48.7,-25.2,40,"October",2007,"2000s"
"2007297N18300",18,-60.2,20,"October",2007,"2000s"
"2007297N18300",18,-60.7,25,"October",2007,"2000s"
"2007297N18300",18.1,-61.2,25,"October",2007,"2000s"
"2007297N18300",18.4,-61.7,25,"October",2007,"2000s"
"2007297N18300",18.8,-62.3,25,"October",2007,"2000s"
"2007297N18300",19.1,-62.9,25,"October",2007,"2000s"
"2007297N18300",19.2,-63.5,25,"October",2007,"2000s"
"2007297N18300",19.1,-64.1,25,"October",2007,"2000s"
"2007297N18300",18.8,-64.8,25,"October",2007,"2000s"
"2007297N18300",18,-65.7,25,"October",2007,"2000s"
"2007297N18300",17.2,-66.7,25,"October",2007,"2000s"
"2007297N18300",16.5,-67.7,25,"October",2007,"2000s"
"2007297N18300",16.1,-68.5,25,"October",2007,"2000s"
"2007297N18300",15.7,-69.3,25,"October",2007,"2000s"
"2007297N18300",15.3,-70.1,25,"October",2007,"2000s"
"2007297N18300",15.4,-71,25,"October",2007,"2000s"
"2007297N18300",15.7,-71.2,30,"October",2007,"2000s"
"2007297N18300",16,-71.4,30,"October",2007,"2000s"
"2007297N18300",16.3,-71.6,40,"October",2007,"2000s"
"2007297N18300",16.6,-71.8,50,"October",2007,"2000s"
"2007297N18300",17.1,-72.1,50,"October",2007,"2000s"
"2007297N18300",18,-72.4,45,"October",2007,"2000s"
"2007297N18300",18.1,-72.5,45,"October",2007,"2000s"
"2007297N18300",19.2,-72.9,40,"October",2007,"2000s"
"2007297N18300",20.2,-73.6,45,"October",2007,"2000s"
"2007297N18300",21,-74.6,45,"October",2007,"2000s"
"2007297N18300",21.1,-75.8,50,"October",2007,"2000s"
"2007297N18300",20.8,-76.8,40,"October",2007,"2000s"
"2007297N18300",20.8,-77.4,35,"October",2007,"2000s"
"2007297N18300",21.2,-77.8,35,"October",2007,"2000s"
"2007297N18300",21.8,-78.1,35,"October",2007,"2000s"
"2007297N18300",22.5,-78.3,45,"October",2007,"2000s"
"2007297N18300",22.6,-78.8,45,"October",2007,"2000s"
"2007297N18300",22.9,-78.6,50,"November",2007,"2000s"
"2007297N18300",23.4,-78.3,50,"November",2007,"2000s"
"2007297N18300",23.9,-78,50,"November",2007,"2000s"
"2007297N18300",24.1,-77.9,50,"November",2007,"2000s"
"2007297N18300",25,-77.4,55,"November",2007,"2000s"
"2007297N18300",25.1,-77.3,55,"November",2007,"2000s"
"2007297N18300",26.4,-76.5,70,"November",2007,"2000s"
"2007297N18300",27.7,-75.6,70,"November",2007,"2000s"
"2007297N18300",28.7,-74.4,70,"November",2007,"2000s"
"2007297N18300",30.3,-73.3,70,"November",2007,"2000s"
"2007297N18300",32.3,-72.4,70,"November",2007,"2000s"
"2007297N18300",34.3,-71.7,70,"November",2007,"2000s"
"2007297N18300",36.4,-70.9,75,"November",2007,"2000s"
"2007297N18300",38.8,-69.7,75,"November",2007,"2000s"
"2007297N18300",41.1,-68.2,70,"November",2007,"2000s"
"2007297N18300",43.6,-66.2,65,"November",2007,"2000s"
"2007297N18300",47.5,-64.3,60,"November",2007,"2000s"
"2007297N18300",51.2,-62.2,60,"November",2007,"2000s"
"2007297N18300",54.8,-59.6,60,"November",2007,"2000s"
"2007297N18300",57.9,-57.6,55,"November",2007,"2000s"
"2007297N18300",60.4,-55.4,55,"November",2007,"2000s"
"2007297N18300",62.3,-53.3,55,"November",2007,"2000s"
"2007297N18300",64.2,-50.4,45,"November",2007,"2000s"
"2007345N18298",18.3,-61.8,35,"December",2007,"2000s"
"2007345N18298",18.3,-63.2,35,"December",2007,"2000s"
"2007345N18298",18.4,-64.7,35,"December",2007,"2000s"
"2007345N18298",18.5,-66.3,40,"December",2007,"2000s"
"2007345N18298",18.4,-66.5,40,"December",2007,"2000s"
"2007345N18298",18.3,-67.4,45,"December",2007,"2000s"
"2007345N18298",18.5,-68.4,50,"December",2007,"2000s"
"2007345N18298",19,-70,50,"December",2007,"2000s"
"2007345N18298",19.1,-71.9,40,"December",2007,"2000s"
"2007345N18298",19.1,-73.8,35,"December",2007,"2000s"
"2007345N18298",19,-75.7,30,"December",2007,"2000s"
"2007345N18298",18.9,-77.2,30,"December",2007,"2000s"
"2007345N18298",19,-78.7,30,"December",2007,"2000s"
"2007345N18298",19.4,-80.1,30,"December",2007,"2000s"
"2007345N18298",19.6,-81.3,30,"December",2007,"2000s"
"2007345N18298",19.7,-82.3,30,"December",2007,"2000s"
"2007345N18298",19.7,-83.3,30,"December",2007,"2000s"
"2007345N18298",19.6,-84.2,30,"December",2007,"2000s"
"2007345N18298",19.5,-85.1,30,"December",2007,"2000s"
"2007345N18298",20,-85.8,30,"December",2007,"2000s"
"2007345N18298",20.6,-86.5,30,"December",2007,"2000s"
"2007345N18298",21.7,-87.4,30,"December",2007,"2000s"
"2007345N18298",23.3,-88.2,30,"December",2007,"2000s"
"2007345N18298",25,-87.2,30,"December",2007,"2000s"
"2007345N18298",26.3,-85.2,25,"December",2007,"2000s"
"2008152N18273",17.5,-87.5,35,"May",2008,"2000s"
"2008152N18273",17.8,-88,40,"May",2008,"2000s"
"2008152N18273",17.9,-88.2,40,"May",2008,"2000s"
"2008152N18273",18,-88.4,35,"May",2008,"2000s"
"2008152N18273",18.2,-88.8,35,"May",2008,"2000s"
"2008152N18273",18.3,-89.2,35,"June",2008,"2000s"
"2008152N18273",18.2,-89.8,35,"June",2008,"2000s"
"2008152N18273",18,-90.4,30,"June",2008,"2000s"
"2008152N18273",17.8,-90.8,30,"June",2008,"2000s"
"2008152N18273",17.6,-91.1,25,"June",2008,"2000s"
"2008185N13337",12.7,-22.9,30,"July",2008,"2000s"
"2008185N13337",13.1,-24,35,"July",2008,"2000s"
"2008185N13337",13.2,-25.2,35,"July",2008,"2000s"
"2008185N13337",13.4,-26.5,40,"July",2008,"2000s"
"2008185N13337",14,-27.8,40,"July",2008,"2000s"
"2008185N13337",14.8,-29.2,45,"July",2008,"2000s"
"2008185N13337",15.4,-30.8,45,"July",2008,"2000s"
"2008185N13337",15.8,-32.6,45,"July",2008,"2000s"
"2008185N13337",16.3,-34.4,45,"July",2008,"2000s"
"2008185N13337",16.4,-36.4,45,"July",2008,"2000s"
"2008185N13337",16.6,-38.4,45,"July",2008,"2000s"
"2008185N13337",16.8,-40.3,45,"July",2008,"2000s"
"2008185N13337",17,-42.3,45,"July",2008,"2000s"
"2008185N13337",17.6,-44.3,45,"July",2008,"2000s"
"2008185N13337",18.4,-46.2,45,"July",2008,"2000s"
"2008185N13337",18.8,-47.9,55,"July",2008,"2000s"
"2008185N13337",19.1,-49.4,65,"July",2008,"2000s"
"2008185N13337",19.4,-50.7,80,"July",2008,"2000s"
"2008185N13337",19.9,-51.6,100,"July",2008,"2000s"
"2008185N13337",20.3,-51.9,110,"July",2008,"2000s"
"2008185N13337",20.6,-52.2,105,"July",2008,"2000s"
"2008185N13337",21.1,-52.9,105,"July",2008,"2000s"
"2008185N13337",21.8,-53.5,90,"July",2008,"2000s"
"2008185N13337",22.4,-54.4,75,"July",2008,"2000s"
"2008185N13337",22.7,-55.2,70,"July",2008,"2000s"
"2008185N13337",23.2,-56.1,65,"July",2008,"2000s"
"2008185N13337",23.8,-57,65,"July",2008,"2000s"
"2008185N13337",24.5,-57.8,85,"July",2008,"2000s"
"2008185N13337",25.2,-58.6,90,"July",2008,"2000s"
"2008185N13337",25.7,-59.1,90,"July",2008,"2000s"
"2008185N13337",26.3,-59.8,80,"July",2008,"2000s"
"2008185N13337",26.9,-60.5,75,"July",2008,"2000s"
"2008185N13337",27.4,-61,75,"July",2008,"2000s"
"2008185N13337",27.8,-61.5,75,"July",2008,"2000s"
"2008185N13337",28.3,-61.8,75,"July",2008,"2000s"
"2008185N13337",28.8,-62.1,80,"July",2008,"2000s"
"2008185N13337",29.3,-62.3,80,"July",2008,"2000s"
"2008185N13337",29.5,-62.5,80,"July",2008,"2000s"
"2008185N13337",29.7,-62.5,75,"July",2008,"2000s"
"2008185N13337",29.9,-62.5,65,"July",2008,"2000s"
"2008185N13337",29.9,-62.4,65,"July",2008,"2000s"
"2008185N13337",29.8,-62.5,65,"July",2008,"2000s"
"2008185N13337",29.9,-62.7,60,"July",2008,"2000s"
"2008185N13337",30.1,-62.9,55,"July",2008,"2000s"
"2008185N13337",30.5,-63.1,55,"July",2008,"2000s"
"2008185N13337",31,-63.5,55,"July",2008,"2000s"
"2008185N13337",31.6,-63.8,55,"July",2008,"2000s"
"2008185N13337",32.5,-64.1,60,"July",2008,"2000s"
"2008185N13337",33.5,-63.8,60,"July",2008,"2000s"
"2008185N13337",34.3,-63.5,60,"July",2008,"2000s"
"2008185N13337",35.3,-63,60,"July",2008,"2000s"
"2008185N13337",36.2,-62.5,60,"July",2008,"2000s"
"2008185N13337",36.7,-61.8,60,"July",2008,"2000s"
"2008185N13337",36.8,-61.3,60,"July",2008,"2000s"
"2008185N13337",36.8,-60.9,60,"July",2008,"2000s"
"2008185N13337",36.3,-60.7,60,"July",2008,"2000s"
"2008185N13337",35.7,-60.3,55,"July",2008,"2000s"
"2008185N13337",34.9,-59.7,50,"July",2008,"2000s"
"2008185N13337",34.3,-58.9,50,"July",2008,"2000s"
"2008185N13337",33.9,-57.8,50,"July",2008,"2000s"
"2008185N13337",33.7,-56,50,"July",2008,"2000s"
"2008185N13337",34.4,-54.4,55,"July",2008,"2000s"
"2008185N13337",35.5,-53,55,"July",2008,"2000s"
"2008185N13337",36.9,-51.5,65,"July",2008,"2000s"
"2008185N13337",38.6,-49.7,65,"July",2008,"2000s"
"2008185N13337",40.4,-48,65,"July",2008,"2000s"
"2008185N13337",42.1,-46.3,65,"July",2008,"2000s"
"2008185N13337",43.7,-44.3,65,"July",2008,"2000s"
"2008185N13337",45.3,-42.4,60,"July",2008,"2000s"
"2008185N13337",47.6,-40,60,"July",2008,"2000s"
"2008185N13337",50,-37,60,"July",2008,"2000s"
"2008185N13337",53,-34,55,"July",2008,"2000s"
"2008185N13337",55.1,-31,50,"July",2008,"2000s"
"2008185N13337",58.5,-27,45,"July",2008,"2000s"
"2008201N32280",31.7,-79.8,25,"July",2008,"2000s"
"2008201N32280",32.2,-79.4,25,"July",2008,"2000s"
"2008201N32280",32.4,-78.8,35,"July",2008,"2000s"
"2008201N32280",32.8,-78.2,45,"July",2008,"2000s"
"2008201N32280",33.2,-77.8,45,"July",2008,"2000s"
"2008201N32280",33.7,-77.4,45,"July",2008,"2000s"
"2008201N32280",34.1,-76.7,45,"July",2008,"2000s"
"2008201N32280",34.5,-76.1,45,"July",2008,"2000s"
"2008201N32280",34.9,-75.4,45,"July",2008,"2000s"
"2008201N32280",35.6,-74.3,50,"July",2008,"2000s"
"2008201N32280",36.2,-73.2,55,"July",2008,"2000s"
"2008201N32280",36.8,-72,55,"July",2008,"2000s"
"2008201N32280",37.4,-70.7,55,"July",2008,"2000s"
"2008201N32280",38.4,-69.2,55,"July",2008,"2000s"
"2008201N32280",40,-67,55,"July",2008,"2000s"
"2008201N32280",41.7,-64.2,50,"July",2008,"2000s"
"2008201N32280",43.3,-60.7,45,"July",2008,"2000s"
"2008201N32280",44.4,-57.5,40,"July",2008,"2000s"
"2008203N18276",17.8,-83.6,40,"July",2008,"2000s"
"2008203N18276",18.6,-84.6,40,"July",2008,"2000s"
"2008203N18276",19.8,-85.8,45,"July",2008,"2000s"
"2008203N18276",20.8,-87,45,"July",2008,"2000s"
"2008203N18276",20.9,-87.2,45,"July",2008,"2000s"
"2008203N18276",21.8,-88.8,45,"July",2008,"2000s"
"2008203N18276",22.8,-90.4,45,"July",2008,"2000s"
"2008203N18276",23,-92,45,"July",2008,"2000s"
"2008203N18276",23.2,-93.3,45,"July",2008,"2000s"
"2008203N18276",23.7,-94.1,55,"July",2008,"2000s"
"2008203N18276",24.3,-94.9,60,"July",2008,"2000s"
"2008203N18276",24.9,-95.7,65,"July",2008,"2000s"
"2008203N18276",25.4,-96.2,70,"July",2008,"2000s"
"2008203N18276",25.9,-96.7,85,"July",2008,"2000s"
"2008203N18276",26,-96.8,85,"July",2008,"2000s"
"2008203N18276",26.4,-97.2,75,"July",2008,"2000s"
"2008203N18276",26.4,-97.2,75,"July",2008,"2000s"
"2008203N18276",26.4,-97.4,70,"July",2008,"2000s"
"2008203N18276",26.5,-97.8,65,"July",2008,"2000s"
"2008203N18276",26.7,-98.3,55,"July",2008,"2000s"
"2008203N18276",27.2,-98.9,45,"July",2008,"2000s"
"2008203N18276",27.9,-100,35,"July",2008,"2000s"
"2008203N18276",28.3,-101.4,25,"July",2008,"2000s"
"2008203N18276",28.5,-102.7,25,"July",2008,"2000s"
"2008203N18276",28.8,-104,25,"July",2008,"2000s"
"2008203N18276",29.4,-105,25,"July",2008,"2000s"
"2008203N18276",30,-105.7,20,"July",2008,"2000s"
"2008203N18276",30.5,-106,20,"July",2008,"2000s"
"2008203N18276",31,-106.3,20,"July",2008,"2000s"
"2008203N18276",31.9,-106.7,20,"July",2008,"2000s"
"2008203N18276",32.9,-106.3,20,"July",2008,"2000s"
"2008217N28273",28.1,-87.4,25,"August",2008,"2000s"
"2008217N28273",28.1,-87.8,30,"August",2008,"2000s"
"2008217N28273",28.1,-88.5,45,"August",2008,"2000s"
"2008217N28273",28.1,-89.6,40,"August",2008,"2000s"
"2008217N28273",28.1,-90.3,40,"August",2008,"2000s"
"2008217N28273",28.3,-91,40,"August",2008,"2000s"
"2008217N28273",28.5,-91.7,50,"August",2008,"2000s"
"2008217N28273",29,-92.9,55,"August",2008,"2000s"
"2008217N28273",29.6,-94.2,55,"August",2008,"2000s"
"2008217N28273",30,-94.8,40,"August",2008,"2000s"
"2008217N28273",30.6,-95.7,30,"August",2008,"2000s"
"2008217N28273",31.4,-97,25,"August",2008,"2000s"
"2008217N28273",32,-98,20,"August",2008,"2000s"
"2008217N28273",32.7,-98.7,20,"August",2008,"2000s"
"2008229N18293",18.4,-67.4,30,"August",2008,"2000s"
"2008229N18293",18.5,-68.4,35,"August",2008,"2000s"
"2008229N18293",18.5,-68.8,35,"August",2008,"2000s"
"2008229N18293",18.6,-70.2,40,"August",2008,"2000s"
"2008229N18293",18.7,-71.4,40,"August",2008,"2000s"
"2008229N18293",18.8,-72.8,40,"August",2008,"2000s"
"2008229N18293",18.8,-72.9,40,"August",2008,"2000s"
"2008229N18293",19.1,-74.6,40,"August",2008,"2000s"
"2008229N18293",19.3,-75.7,45,"August",2008,"2000s"
"2008229N18293",19.6,-76.9,45,"August",2008,"2000s"
"2008229N18293",19.9,-77.4,45,"August",2008,"2000s"
"2008229N18293",20,-78.1,45,"August",2008,"2000s"
"2008229N18293",20.7,-79.6,45,"August",2008,"2000s"
"2008229N18293",21.1,-80.3,45,"August",2008,"2000s"
"2008229N18293",21.9,-80.8,45,"August",2008,"2000s"
"2008229N18293",22.1,-80.8,45,"August",2008,"2000s"
"2008229N18293",23.2,-81.2,50,"August",2008,"2000s"
"2008229N18293",24.3,-81.7,50,"August",2008,"2000s"
"2008229N18293",24.5,-81.8,50,"August",2008,"2000s"
"2008229N18293",25,-81.9,50,"August",2008,"2000s"
"2008229N18293",25.5,-81.8,55,"August",2008,"2000s"
"2008229N18293",25.9,-81.6,55,"August",2008,"2000s"
"2008229N18293",26.4,-81.4,55,"August",2008,"2000s"
"2008229N18293",27,-81.1,60,"August",2008,"2000s"
"2008229N18293",27.5,-80.9,55,"August",2008,"2000s"
"2008229N18293",28,-80.6,50,"August",2008,"2000s"
"2008229N18293",28.4,-80.6,45,"August",2008,"2000s"
"2008229N18293",28.7,-80.6,45,"August",2008,"2000s"
"2008229N18293",28.9,-80.5,50,"August",2008,"2000s"
"2008229N18293",29.1,-80.7,50,"August",2008,"2000s"
"2008229N18293",29.2,-80.7,50,"August",2008,"2000s"
"2008229N18293",29.3,-81,55,"August",2008,"2000s"
"2008229N18293",29.3,-81.1,55,"August",2008,"2000s"
"2008229N18293",29.3,-81.2,50,"August",2008,"2000s"
"2008229N18293",29.5,-81.9,50,"August",2008,"2000s"
"2008229N18293",29.6,-82.4,45,"August",2008,"2000s"
"2008229N18293",29.8,-83,40,"August",2008,"2000s"
"2008229N18293",29.7,-83.8,45,"August",2008,"2000s"
"2008229N18293",29.8,-84.7,45,"August",2008,"2000s"
"2008229N18293",29.8,-84.7,45,"August",2008,"2000s"
"2008229N18293",30,-85.2,40,"August",2008,"2000s"
"2008229N18293",30.5,-85.9,40,"August",2008,"2000s"
"2008229N18293",30.8,-86.7,30,"August",2008,"2000s"
"2008229N18293",31.1,-87.7,30,"August",2008,"2000s"
"2008229N18293",31.8,-88.4,30,"August",2008,"2000s"
"2008229N18293",31.5,-89.7,30,"August",2008,"2000s"
"2008229N18293",31.3,-90,30,"August",2008,"2000s"
"2008229N18293",31.5,-89.9,30,"August",2008,"2000s"
"2008229N18293",32,-89.4,25,"August",2008,"2000s"
"2008229N18293",32.4,-89,25,"August",2008,"2000s"
"2008229N18293",32.7,-88.6,20,"August",2008,"2000s"
"2008229N18293",33.3,-87.9,20,"August",2008,"2000s"
"2008229N18293",33.9,-87.2,20,"August",2008,"2000s"
"2008229N18293",34.6,-86.5,20,"August",2008,"2000s"
"2008229N18293",35,-85.8,15,"August",2008,"2000s"
"2008229N18293",35.5,-85.1,15,"August",2008,"2000s"
"2008229N18293",36.1,-84.4,15,"August",2008,"2000s"
"2008229N18293",36.9,-83.6,15,"August",2008,"2000s"
"2008229N18293",37.4,-83.2,15,"August",2008,"2000s"
"2008229N18293",37.7,-82.6,15,"August",2008,"2000s"
"2008238N14293",13.5,-67.4,25,"August",2008,"2000s"
"2008238N14293",14.4,-68.5,30,"August",2008,"2000s"
"2008238N14293",15.1,-69.6,35,"August",2008,"2000s"
"2008238N14293",15.8,-70.5,50,"August",2008,"2000s"
"2008238N14293",16.4,-71.2,60,"August",2008,"2000s"
"2008238N14293",16.9,-71.7,75,"August",2008,"2000s"
"2008238N14293",17.5,-72.1,80,"August",2008,"2000s"
"2008238N14293",18.1,-72.8,70,"August",2008,"2000s"
"2008238N14293",18.4,-73.1,50,"August",2008,"2000s"
"2008238N14293",18.6,-73.4,45,"August",2008,"2000s"
"2008238N14293",18.7,-73.7,45,"August",2008,"2000s"
"2008238N14293",18.9,-74,45,"August",2008,"2000s"
"2008238N14293",18.8,-75.1,40,"August",2008,"2000s"
"2008238N14293",18.1,-75.4,45,"August",2008,"2000s"
"2008238N14293",17.9,-75.7,60,"August",2008,"2000s"
"2008238N14293",18,-76.2,60,"August",2008,"2000s"
"2008238N14293",17.8,-77,60,"August",2008,"2000s"
"2008238N14293",17.9,-77.2,60,"August",2008,"2000s"
"2008238N14293",18,-77.7,55,"August",2008,"2000s"
"2008238N14293",18.3,-78.4,50,"August",2008,"2000s"
"2008238N14293",18.8,-79.2,65,"August",2008,"2000s"
"2008238N14293",19.2,-80,75,"August",2008,"2000s"
"2008238N14293",19.7,-80.8,85,"August",2008,"2000s"
"2008238N14293",20.7,-81.6,110,"August",2008,"2000s"
"2008238N14293",21.6,-82.5,125,"August",2008,"2000s"
"2008238N14293",22.4,-83.1,135,"August",2008,"2000s"
"2008238N14293",22.7,-83.5,120,"August",2008,"2000s"
"2008238N14293",23.6,-84.4,105,"August",2008,"2000s"
"2008238N14293",24.8,-85.5,100,"August",2008,"2000s"
"2008238N14293",25.9,-86.7,95,"August",2008,"2000s"
"2008238N14293",26.9,-87.7,95,"September",2008,"2000s"
"2008238N14293",27.9,-89,95,"September",2008,"2000s"
"2008238N14293",28.8,-90.3,95,"September",2008,"2000s"
"2008238N14293",29.2,-90.7,90,"September",2008,"2000s"
"2008238N14293",29.8,-91.4,85,"September",2008,"2000s"
"2008238N14293",30.7,-92.3,60,"September",2008,"2000s"
"2008238N14293",31.4,-93.1,40,"September",2008,"2000s"
"2008238N14293",32.1,-93.5,30,"September",2008,"2000s"
"2008238N14293",32.7,-93.9,20,"September",2008,"2000s"
"2008238N14293",33.2,-93.9,20,"September",2008,"2000s"
"2008238N14293",33.7,-94.3,20,"September",2008,"2000s"
"2008238N14293",33.8,-94.4,20,"September",2008,"2000s"
"2008238N14293",34,-94.4,20,"September",2008,"2000s"
"2008238N14293",34.3,-94.1,15,"September",2008,"2000s"
"2008238N14293",34.8,-93.4,15,"September",2008,"2000s"
"2008238N14293",36.2,-92.3,15,"September",2008,"2000s"
"2008238N14293",38.5,-90.7,20,"September",2008,"2000s"
"2008238N14293",40.2,-88.7,20,"September",2008,"2000s"
"2008238N14293",42.2,-86.5,20,"September",2008,"2000s"
"2008238N14293",43.7,-83.8,20,"September",2008,"2000s"
"2008241N19303",19.4,-57.3,30,"August",2008,"2000s"
"2008241N19303",19.7,-57.8,30,"August",2008,"2000s"
"2008241N19303",20.1,-58.6,35,"August",2008,"2000s"
"2008241N19303",20.5,-59.6,35,"August",2008,"2000s"
"2008241N19303",20.8,-60.5,40,"August",2008,"2000s"
"2008241N19303",20.9,-61.5,45,"August",2008,"2000s"
"2008241N19303",21.1,-62.4,45,"August",2008,"2000s"
"2008241N19303",21.5,-63.4,45,"August",2008,"2000s"
"2008241N19303",21.7,-64.5,45,"August",2008,"2000s"
"2008241N19303",21.8,-65.5,45,"August",2008,"2000s"
"2008241N19303",21.9,-66.2,45,"August",2008,"2000s"
"2008241N19303",22.2,-66.9,45,"August",2008,"2000s"
"2008241N19303",22.6,-67.5,50,"August",2008,"2000s"
"2008241N19303",23.1,-68.5,45,"August",2008,"2000s"
"2008241N19303",23.5,-69.8,40,"August",2008,"2000s"
"2008241N19303",23.6,-71,40,"August",2008,"2000s"
"2008241N19303",23.5,-71.7,45,"September",2008,"2000s"
"2008241N19303",23.2,-72,50,"September",2008,"2000s"
"2008241N19303",22.8,-72.2,60,"September",2008,"2000s"
"2008241N19303",22.3,-72.4,70,"September",2008,"2000s"
"2008241N19303",21.8,-72.3,75,"September",2008,"2000s"
"2008241N19303",21.4,-72.7,65,"September",2008,"2000s"
"2008241N19303",21,-73,60,"September",2008,"2000s"
"2008241N19303",20.6,-72.9,55,"September",2008,"2000s"
"2008241N19303",20.4,-72.6,55,"September",2008,"2000s"
"2008241N19303",20.2,-72.4,50,"September",2008,"2000s"
"2008241N19303",20.6,-71.9,45,"September",2008,"2000s"
"2008241N19303",21.6,-71.8,50,"September",2008,"2000s"
"2008241N19303",21.7,-71.8,50,"September",2008,"2000s"
"2008241N19303",22.7,-71.8,55,"September",2008,"2000s"
"2008241N19303",23.4,-72.4,60,"September",2008,"2000s"
"2008241N19303",24.1,-73.2,55,"September",2008,"2000s"
"2008241N19303",25.1,-74.3,55,"September",2008,"2000s"
"2008241N19303",26.1,-75.8,55,"September",2008,"2000s"
"2008241N19303",27.2,-77.3,55,"September",2008,"2000s"
"2008241N19303",28.2,-78.5,55,"September",2008,"2000s"
"2008241N19303",29.9,-78.7,60,"September",2008,"2000s"
"2008241N19303",31.5,-79.3,60,"September",2008,"2000s"
"2008241N19303",33.4,-78.8,60,"September",2008,"2000s"
"2008241N19303",33.8,-78.7,60,"September",2008,"2000s"
"2008241N19303",35.7,-78.1,45,"September",2008,"2000s"
"2008241N19303",37.8,-76.7,45,"September",2008,"2000s"
"2008241N19303",40,-74.5,45,"September",2008,"2000s"
"2008241N19303",41.9,-71.7,45,"September",2008,"2000s"
"2008241N19303",43.8,-68,45,"September",2008,"2000s"
"2008241N19303",45.7,-63.7,45,"September",2008,"2000s"
"2008241N19303",47,-59.1,40,"September",2008,"2000s"
"2008241N19303",47.5,-55.4,40,"September",2008,"2000s"
"2008241N19303",47.8,-52.1,35,"September",2008,"2000s"
"2008245N17323",17.2,-37,30,"September",2008,"2000s"
"2008245N17323",17.3,-38.4,35,"September",2008,"2000s"
"2008245N17323",17.5,-39.9,45,"September",2008,"2000s"
"2008245N17323",17.8,-41.3,45,"September",2008,"2000s"
"2008245N17323",18.2,-42.8,45,"September",2008,"2000s"
"2008245N17323",18.7,-44.3,50,"September",2008,"2000s"
"2008245N17323",19.3,-45.8,55,"September",2008,"2000s"
"2008245N17323",19.8,-47.3,55,"September",2008,"2000s"
"2008245N17323",20.2,-48.8,55,"September",2008,"2000s"
"2008245N17323",20.6,-50.3,60,"September",2008,"2000s"
"2008245N17323",21.1,-51.9,75,"September",2008,"2000s"
"2008245N17323",21.8,-53.5,105,"September",2008,"2000s"
"2008245N17323",22.4,-55,125,"September",2008,"2000s"
"2008245N17323",23,-56.4,120,"September",2008,"2000s"
